MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,timestamp,y_pred_proba,y_pred
2.066,28.0,5.196750902527076,1.1895306859205776,1661.0,2.9981949458483754,34.07,-117.4,2021-07-15 15:00:00,0.3,0
2.3889,44.0,4.933806146572104,1.0567375886524824,1270.0,3.002364066193853,34.1,-117.37,2021-07-15 16:00:00,0.39,0
1.6977,10.0,5.042962962962963,1.2666666666666666,1656.0,2.453333333333333,34.1,-117.37,2021-07-15 17:00:00,0.3,0
4.1581,22.0,6.3585118376550165,1.0022547914317923,3157.0,3.5591882750845545,34.12,-117.35,2021-07-15 18:00:00,0.39,0
3.25,35.0,5.90258449304175,1.0357852882703775,1555.0,3.091451292246521,34.11,-117.36,2021-07-15 19:00:00,0.35,0
3.8398,32.0,6.23046875,1.109375,1614.0,3.15234375,34.12,-117.37,2021-07-15 20:00:00,0.35,0
4.0294,18.0,5.865269461077844,1.0409181636726548,3114.0,3.1077844311377247,34.13,-117.37,2021-07-15 21:00:00,0.52,0
3.7286,26.0,7.101449275362318,1.0326086956521738,1862.0,3.3731884057971016,34.13,-117.35,2021-07-15 22:00:00,0.45,0
2.3205,29.0,4.636513157894737,1.0476973684210529,1683.0,2.768092105263158,34.1,-117.36,2021-07-15 23:00:00,0.44,0
2.3578,31.0,5.29038854805726,1.0858895705521472,1227.0,2.5092024539877302,34.1,-117.36,2021-07-16 00:00:00,0.51,0
3.6227,33.0,5.633136094674557,1.014792899408284,1366.0,4.041420118343195,34.1,-117.36,2021-07-16 01:00:00,0.13,0
3.3571,17.0,6.083333333333333,1.1027131782945736,1612.0,3.124031007751938,34.06,-117.38,2021-07-16 02:00:00,0.28,0
3.9191,17.0,5.798936170212766,1.0723404255319149,3533.0,3.758510638297872,34.06,-117.4,2021-07-16 03:00:00,0.27,0
3.025,17.0,5.6390532544378695,0.9881656804733728,1550.0,4.585798816568047,34.04,-117.4,2021-07-16 04:00:00,0.1,0
2.8682,27.0,5.175531914893617,0.973404255319149,1841.0,3.2641843971631204,34.04,-117.39,2021-07-16 05:00:00,0.23,0
3.5139,14.0,5.569832402234637,0.9720670391061452,1729.0,3.2197392923649906,34.04,-117.35,2021-07-16 06:00:00,0.26,0
2.9844,28.0,5.586510263929619,1.0909090909090908,1480.0,4.340175953079179,34.17,-117.35,2021-07-16 07:00:00,0.21,0
2.1935,31.0,4.794029850746269,1.0567164179104478,1049.0,3.1313432835820896,34.16,-117.34,2021-07-16 08:00:00,0.34,0
1.6993,28.0,4.721153846153846,1.0673076923076923,1196.0,3.8333333333333335,34.15,-117.33,2021-07-16 09:00:00,0.13,0
1.8438,32.0,5.139817629179332,1.0729483282674772,1457.0,4.428571428571429,34.14,-117.32,2021-07-16 10:00:00,0.13,0
1.9423,29.0,4.689458689458689,1.113960113960114,1296.0,3.692307692307693,34.14,-117.33,2021-07-16 11:00:00,0.16,0
2.225,37.0,5.270114942528736,1.1293103448275863,1198.0,3.442528735632184,34.14,-117.34,2021-07-16 12:00:00,0.24,0
2.2974,32.0,4.898366606170599,1.0018148820326678,2086.0,3.785843920145191,34.15,-117.35,2021-07-16 13:00:00,0.14,0
2.4444,36.0,6.154121863799283,1.2473118279569892,1054.0,3.7777777777777777,34.16,-117.35,2021-07-16 14:00:00,0.29,0
2.4524,41.0,5.340116279069767,1.188953488372093,1430.0,4.156976744186046,34.13,-117.32,2021-07-16 15:00:00,0.21,0
2.3508,37.0,5.094138543516874,1.019538188277087,2055.0,3.650088809946714,34.12,-117.32,2021-07-16 16:00:00,0.27,0
1.4066,39.0,4.633123689727463,1.0440251572327044,1752.0,3.672955974842768,34.12,-117.32,2021-07-16 17:00:00,0.16,0
1.3417,33.0,4.421800947867299,1.037914691943128,838.0,3.971563981042654,34.12,-117.33,2021-07-16 18:00:00,0.12,0
2.2449,30.0,7.508038585209003,1.167202572347267,1214.0,3.9035369774919615,34.13,-117.33,2021-07-16 19:00:00,0.24,0
1.6375,18.0,4.566009104704097,1.1229135053110777,2317.0,3.5159332321699543,34.13,-117.33,2021-07-16 20:00:00,0.3,0
2.125,29.0,5.335714285714285,1.0214285714285714,991.0,3.539285714285714,34.13,-117.34,2021-07-16 21:00:00,0.28,0
0.7069,29.0,3.093457943925233,0.794392523364486,341.0,3.1869158878504678,34.13,-117.34,2021-07-16 22:00:00,0.42,0
2.2604,38.0,4.512345679012346,1.0401234567901234,1208.0,3.728395061728395,34.11,-117.32,2021-07-16 23:00:00,0.1,0
1.4891,41.0,4.551851851851852,1.1185185185185185,994.0,3.6814814814814816,34.11,-117.32,2021-07-17 00:00:00,0.16,0
2.0391,38.0,4.691460055096419,1.0606060606060606,1356.0,3.7355371900826446,34.12,-117.33,2021-07-17 01:00:00,0.11,0
3.3516,26.0,5.142857142857143,0.8367346938775511,568.0,2.897959183673469,34.12,-117.34,2021-07-17 02:00:00,0.34,0
3.2656,29.0,5.621621621621622,1.0926640926640927,2188.0,4.223938223938224,34.11,-117.34,2021-07-17 03:00:00,0.15,0
3.0833,34.0,5.764383561643836,1.063013698630137,1578.0,4.323287671232877,34.11,-117.35,2021-07-17 04:00:00,0.18,0
2.4878,14.0,5.144410613310135,1.0635058721183124,6640.0,2.888212266202697,34.1,-117.34,2021-07-17 05:00:00,0.43,0
2.5902,14.0,5.202608695652174,1.0643478260869563,3255.0,2.8304347826086955,34.09,-117.35,2021-07-17 06:00:00,0.31,0
4.4367,5.0,6.1020408163265305,1.0566161948650428,4916.0,3.2363396971691905,34.2,-117.35,2021-07-17 07:00:00,0.58,0
5.7628,16.0,5.691176470588236,0.8970588235294118,489.0,3.5955882352941178,34.22,-117.38,2021-07-17 08:00:00,0.55,0
5.2072,20.0,6.170212765957447,0.9627659574468084,543.0,2.8882978723404253,34.24,-117.41,2021-07-17 09:00:00,0.44,0
6.1426,17.0,6.304964539007092,0.9290780141843972,439.0,3.1134751773049647,34.23,-117.41,2021-07-17 10:00:00,0.55,0
3.1736,26.0,5.392361111111111,1.046875,1396.0,2.423611111111111,34.17,-117.28,2021-07-17 11:00:00,0.47,0
1.7456,26.0,5.127922971114168,1.2214580467675378,1765.0,2.4277854195323245,34.17,-117.28,2021-07-17 12:00:00,0.34,0
3.2232,35.0,5.365038560411311,1.088688946015424,2127.0,2.733933161953728,34.17,-117.29,2021-07-17 13:00:00,0.48,0
4.3676,28.0,6.392857142857143,1.011904761904762,1304.0,3.104761904761905,34.18,-117.3,2021-07-17 14:00:00,0.52,0
1.875,30.0,5.668949771689498,1.3082191780821917,1172.0,2.675799086757991,34.17,-117.3,2021-07-17 15:00:00,0.3,0
3.0078,25.0,4.912126537785589,1.047451669595782,1650.0,2.899824253075572,34.17,-117.31,2021-07-17 16:00:00,0.47,0
3.6362,6.0,4.871772805507745,1.1075731497418244,2943.0,2.5327022375215145,34.17,-117.32,2021-07-17 17:00:00,0.48,0
5.5136,19.0,6.62992125984252,1.0,1176.0,3.0866141732283463,34.18,-117.3,2021-07-17 18:00:00,0.61,0
4.7222,6.0,5.680851063829787,0.9680851063829788,999.0,5.3138297872340425,34.19,-117.32,2021-07-17 19:00:00,0.35,0
4.6312,7.0,5.839679358717435,0.9639278557114228,1584.0,3.1743486973947896,34.18,-117.34,2021-07-17 20:00:00,0.53,0
2.9877,5.0,4.46780303030303,1.0795454545454546,2564.0,2.428030303030303,34.17,-117.33,2021-07-17 21:00:00,0.52,0
3.7949,13.0,5.832258064516129,1.0725806451612905,2189.0,3.5306451612903227,34.17,-117.33,2021-07-17 22:00:00,0.36,0
4.0156,9.0,4.677631578947368,0.9144736842105264,316.0,2.0789473684210527,34.16,-117.32,2021-07-17 23:00:00,0.48,0
3.3281,7.0,5.010462074978204,1.13949433304272,2578.0,2.2476024411508284,34.15,-117.31,2021-07-18 00:00:00,0.45,0
4.3438,33.0,6.180769230769231,1.0846153846153843,608.0,2.3384615384615386,34.15,-117.3,2021-07-18 01:00:00,0.51,0
2.4107,38.0,5.36231884057971,1.181159420289855,332.0,2.4057971014492754,34.15,-117.3,2021-07-18 02:00:00,0.45,0
2.06,40.0,5.28021978021978,1.0934065934065933,509.0,2.7967032967032965,34.15,-117.3,2021-07-18 03:00:00,0.4,0
1.9432,39.0,5.565625,1.046875,841.0,2.628125,34.14,-117.3,2021-07-18 04:00:00,0.42,0
3.2292,44.0,5.291814946619217,0.9715302491103204,972.0,3.4590747330960854,34.14,-117.31,2021-07-18 05:00:00,0.36,0
1.8654,38.0,4.990074441687345,1.1116625310173698,1190.0,2.9528535980148884,34.14,-117.31,2021-07-18 06:00:00,0.34,0
3.9231,34.0,5.209718670076726,0.9846547314578004,1195.0,3.0562659846547318,34.15,-117.31,2021-07-18 07:00:00,0.45,0
3.8594,45.0,5.413793103448276,0.9540229885057472,401.0,2.3045977011494254,34.15,-117.3,2021-07-18 08:00:00,0.59,0
2.2865,38.0,4.784386617100372,1.055762081784387,1047.0,3.892193308550186,34.13,-117.31,2021-07-18 09:00:00,0.11,0
2.0583,34.0,4.526104417670683,1.104417670682731,971.0,3.899598393574297,34.12,-117.3,2021-07-18 10:00:00,0.11,0
1.1667,37.0,4.022792022792022,0.9772079772079773,1127.0,3.2108262108262107,34.12,-117.31,2021-07-18 11:00:00,0.33,0
1.9286,35.0,4.480662983425415,1.0856353591160222,1296.0,3.580110497237569,34.13,-117.31,2021-07-18 12:00:00,0.27,0
2.6307,36.0,4.803571428571429,1.2633928571428572,773.0,3.450892857142857,34.13,-117.31,2021-07-18 13:00:00,0.24,0
2.6771,42.0,4.375,0.925,444.0,3.7,34.11,-117.3,2021-07-18 14:00:00,0.16,0
1.4663,38.0,3.810725552050473,1.0126182965299684,1225.0,3.864353312302839,34.11,-117.31,2021-07-18 15:00:00,0.11,0
1.9044,52.0,4.478947368421053,1.0,731.0,3.847368421052632,34.11,-117.31,2021-07-18 16:00:00,0.18,0
1.9375,41.0,5.609137055837564,1.3045685279187818,816.0,4.142131979695432,34.11,-117.31,2021-07-18 17:00:00,0.21,0
2.0089,52.0,4.2727272727272725,1.217008797653959,1238.0,3.63049853372434,34.1,-117.31,2021-07-18 18:00:00,0.33,0
1.775,44.0,4.299270072992701,0.948905109489051,504.0,3.678832116788321,34.1,-117.3,2021-07-18 19:00:00,0.1,0
1.5208,28.0,4.425954198473282,1.1526717557251909,2406.0,3.673282442748092,34.1,-117.31,2021-07-18 20:00:00,0.3,0
3.1213,27.0,4.434125269978401,0.9956803455723542,1737.0,3.751619870410367,34.1,-117.32,2021-07-18 21:00:00,0.15,0
1.8681,42.0,4.377049180327869,0.9617486338797814,711.0,3.885245901639344,34.1,-117.32,2021-07-18 22:00:00,0.1,0
2.1842,40.0,4.325102880658436,1.0041152263374489,745.0,3.065843621399177,34.09,-117.3,2021-07-18 23:00:00,0.2,0
1.608,34.0,4.295819935691318,1.1093247588424435,1009.0,3.244372990353697,34.09,-117.31,2021-07-19 00:00:00,0.17,0
6.2236,32.0,6.488789237668161,0.9573991031390134,1151.0,2.580717488789237,34.16,-117.27,2021-07-19 01:00:00,0.64,0
3.8292,36.0,6.694980694980695,1.0810810810810811,604.0,2.332046332046332,34.15,-117.28,2021-07-19 02:00:00,0.54,0
3.8125,38.0,5.758720930232558,0.997093023255814,796.0,2.313953488372093,34.15,-117.28,2021-07-19 03:00:00,0.54,0
2.9667,42.0,5.144886363636363,0.9801136363636364,856.0,2.4318181818181817,34.15,-117.29,2021-07-19 04:00:00,0.59,0
2.875,38.0,5.4260485651214125,1.0772626931567328,1135.0,2.5055187637969096,34.16,-117.29,2021-07-19 05:00:00,0.55,0
1.9832,26.0,4.92814371257485,1.06187624750499,1068.0,2.131736526946108,34.16,-117.28,2021-07-19 06:00:00,0.31,0
2.3778,35.0,5.0954773869346734,1.1457286432160805,972.0,2.442211055276382,34.16,-117.28,2021-07-19 07:00:00,0.51,0
3.1765,32.0,5.41147132169576,1.0723192019950123,815.0,2.0324189526184537,34.15,-117.28,2021-07-19 08:00:00,0.61,0
3.4906,40.0,5.682692307692308,1.0528846153846154,968.0,2.326923076923077,34.14,-117.28,2021-07-19 09:00:00,0.51,0
4.0481,52.0,6.57421875,1.0390625,646.0,2.5234375,34.14,-117.29,2021-07-19 10:00:00,0.56,0
3.2976,49.0,5.617283950617284,0.9907407407407408,757.0,2.33641975308642,34.15,-117.29,2021-07-19 11:00:00,0.59,0
2.3947,40.0,4.442190669371197,1.0060851926977687,1214.0,2.462474645030426,34.14,-117.28,2021-07-19 12:00:00,0.48,0
2.5417,45.0,5.009404388714733,0.9843260188087776,771.0,2.41692789968652,34.14,-117.29,2021-07-19 13:00:00,0.57,0
3.125,48.0,6.430711610486892,1.149812734082397,610.0,2.284644194756554,34.14,-117.29,2021-07-19 14:00:00,0.48,0
2.425,39.0,5.832844574780059,1.1759530791788857,805.0,2.360703812316716,34.14,-117.29,2021-07-19 15:00:00,0.45,0
2.3438,37.0,5.862903225806452,1.0524193548387095,761.0,3.068548387096774,34.14,-117.3,2021-07-19 16:00:00,0.37,0
1.8396,44.0,4.775628626692456,1.0986460348162477,1363.0,2.636363636363636,34.13,-117.28,2021-07-19 17:00:00,0.29,0
1.8281,29.0,3.963740458015267,1.1011450381679388,1418.0,2.706106870229008,34.13,-117.28,2021-07-19 18:00:00,0.36,0
1.2034,52.0,5.582582582582583,1.1861861861861862,968.0,2.906906906906907,34.13,-117.3,2021-07-19 19:00:00,0.3,0
1.4815,52.0,5.327472527472527,1.1604395604395603,1171.0,2.573626373626374,34.13,-117.29,2021-07-19 20:00:00,0.38,0
1.3571,36.0,3.982689747003995,1.0945406125166446,2378.0,3.166444740346205,34.12,-117.28,2021-07-19 21:00:00,0.38,0
1.0951,40.0,4.139359698681733,1.152542372881356,1517.0,2.8568738229755177,34.12,-117.29,2021-07-19 22:00:00,0.32,0
1.5156,44.0,5.004282655246253,1.2055674518201285,1238.0,2.650963597430407,34.13,-117.29,2021-07-19 23:00:00,0.34,0
1.4531,42.0,4.281376518218623,1.1275303643724697,1532.0,3.1012145748987856,34.13,-117.3,2021-07-20 00:00:00,0.28,0
2.6,43.0,4.734883720930233,1.213953488372093,736.0,3.4232558139534883,34.12,-117.3,2021-07-20 01:00:00,0.27,0
1.3973,47.0,4.796875,1.193359375,1653.0,3.228515625,34.12,-117.28,2021-07-20 02:00:00,0.2,0
1.2069,47.0,4.28051948051948,1.122077922077922,1308.0,3.397402597402597,34.12,-117.29,2021-07-20 03:00:00,0.21,0
1.8438,45.0,4.996350364963504,1.281021897810219,1046.0,3.8175182481751824,34.12,-117.29,2021-07-20 04:00:00,0.26,0
2.2019,50.0,4.134517766497462,1.1091370558375635,1581.0,4.0126903553299496,34.12,-117.3,2021-07-20 05:00:00,0.27,0
1.1687,48.0,3.292307692307692,0.9846153846153848,1586.0,3.4857142857142858,34.11,-117.29,2021-07-20 06:00:00,0.3,0
0.7075,35.0,3.2908496732026142,1.1062091503267977,1714.0,2.8006535947712417,34.11,-117.29,2021-07-20 07:00:00,0.42,0
1.5561,35.0,4.139931740614334,1.2201365187713311,1920.0,3.2764505119453924,34.11,-117.29,2021-07-20 08:00:00,0.26,0
1.4896,39.0,4.381615598885793,1.1643454038997214,1258.0,3.5041782729805013,34.11,-117.28,2021-07-20 09:00:00,0.27,0
0.7235,19.0,2.839622641509434,0.9551886792452832,844.0,1.990566037735849,34.1,-117.29,2021-07-20 10:00:00,0.58,0
1.1806,24.0,4.3969696969696965,1.1727272727272726,1178.0,3.56969696969697,34.09,-117.29,2021-07-20 11:00:00,0.28,0
2.5625,49.0,4.615384615384615,0.8461538461538461,76.0,5.846153846153846,34.1,-117.3,2021-07-20 12:00:00,0.13,0
2.2917,44.0,3.514018691588785,0.8130841121495327,273.0,2.5514018691588785,34.09,-117.28,2021-07-20 13:00:00,0.42,0
1.7981,34.0,4.108695652173913,1.036231884057971,387.0,2.8043478260869565,34.07,-117.3,2021-07-20 14:00:00,0.15,0
4.3362,31.0,5.945098039215687,0.9333333333333332,596.0,2.3372549019607844,34.16,-117.25,2021-07-20 15:00:00,0.52,0
3.7188,37.0,6.237226277372263,1.0145985401459854,744.0,2.7153284671532845,34.16,-117.25,2021-07-20 16:00:00,0.52,0
3.9018,35.0,5.651356993736952,1.0041753653444676,1595.0,3.329853862212944,34.16,-117.25,2021-07-20 17:00:00,0.42,0
3.3,30.0,5.086206896551724,1.091954022988506,990.0,2.8448275862068964,34.15,-117.25,2021-07-20 18:00:00,0.48,0
3.5978,33.0,5.976315789473684,1.0236842105263158,1100.0,2.8947368421052637,34.15,-117.26,2021-07-20 19:00:00,0.42,0
3.7125,31.0,5.336349924585218,0.9924585218702866,1715.0,2.5867269984917045,34.16,-117.26,2021-07-20 20:00:00,0.51,0
3.8906,30.0,5.630813953488372,1.0203488372093024,945.0,2.747093023255814,34.17,-117.26,2021-07-20 21:00:00,0.5,0
4.625,16.0,3.75,0.375,49.0,6.125,34.17,-117.27,2021-07-20 22:00:00,0.29,0
2.1465,22.0,4.430485762144054,1.1032942490228923,4523.0,2.5254048017867112,34.15,-117.25,2021-07-20 23:00:00,0.38,0
2.2482,19.0,4.524978089395267,1.077125328659071,2680.0,2.3488168273444345,34.14,-117.25,2021-07-21 00:00:00,0.49,0
4.1,36.0,6.487179487179487,1.1555555555555554,1742.0,2.977777777777778,34.14,-117.27,2021-07-21 01:00:00,0.51,0
4.4435,35.0,6.191836734693878,1.0489795918367346,658.0,2.685714285714285,34.14,-117.27,2021-07-21 02:00:00,0.49,0
3.3616,35.0,5.8893280632411065,1.0,705.0,2.7865612648221343,34.15,-117.27,2021-07-21 03:00:00,0.47,0
3.6856,33.0,5.950718685831622,1.0328542094455853,1374.0,2.8213552361396306,34.13,-117.25,2021-07-21 04:00:00,0.42,0
3.0,37.0,5.129363449691992,0.969199178644764,1291.0,2.650924024640657,34.13,-117.25,2021-07-21 05:00:00,0.54,0
2.0,37.0,4.874239350912779,1.1156186612576064,1234.0,2.5030425963488843,34.13,-117.26,2021-07-21 06:00:00,0.36,0
2.1375,39.0,4.883495145631068,1.0360610263522885,2256.0,3.128987517337032,34.13,-117.26,2021-07-21 07:00:00,0.38,0
1.7235,31.0,3.9306049822064058,1.1316725978647686,1314.0,2.3380782918149468,34.12,-117.27,2021-07-21 08:00:00,0.36,0
3.0721,40.0,4.843283582089552,0.9477611940298508,793.0,2.958955223880597,34.13,-117.27,2021-07-21 09:00:00,0.4,0
2.9628,36.0,5.66553480475382,1.166383701188455,2388.0,4.054329371816638,34.13,-117.27,2021-07-21 10:00:00,0.19,0
2.5234,35.0,6.239130434782608,1.072463768115942,381.0,2.760869565217391,34.13,-117.25,2021-07-21 11:00:00,0.4,0
1.8463,17.0,4.83203732503888,1.1695178849144634,2160.0,3.3592534992223952,34.12,-117.25,2021-07-21 12:00:00,0.26,0
2.7473,32.0,4.739413680781759,1.0439739413680782,2011.0,3.275244299674267,34.11,-117.25,2021-07-21 13:00:00,0.38,0
1.462,27.0,4.335329341317365,1.0239520958083832,1514.0,2.2664670658682637,34.12,-117.27,2021-07-21 14:00:00,0.36,0
0.8658,52.0,3.7265625,0.9609375,943.0,3.68359375,34.12,-117.27,2021-07-21 15:00:00,0.22,0
1.4079,30.0,4.47119341563786,1.1522633744855968,1509.0,3.1049382716049383,34.11,-117.25,2021-07-21 16:00:00,0.32,0
1.2171,33.0,5.084033613445378,1.2100840336134453,850.0,3.571428571428572,34.11,-117.26,2021-07-21 17:00:00,0.23,0
1.8281,44.0,3.78,0.8933333333333333,565.0,3.7666666666666666,34.11,-117.27,2021-07-21 18:00:00,0.15,0
1.8022,9.0,4.357142857142857,1.1629464285714286,3688.0,4.116071428571429,34.1,-117.27,2021-07-21 19:00:00,0.3,0
2.9292,29.0,4.505747126436781,0.9540229885057472,1681.0,3.864367816091954,34.09,-117.33,2021-07-21 20:00:00,0.12,0
3.1799,35.0,5.656565656565657,1.068181818181818,1394.0,3.5202020202020203,34.08,-117.33,2021-07-21 21:00:00,0.23,0
3.75,37.0,5.625310173697271,1.0049627791563276,1175.0,2.915632754342432,34.08,-117.33,2021-07-21 22:00:00,0.16,0
2.5238,32.0,5.063106796116505,1.1116504854368932,1355.0,3.2888349514563107,34.07,-117.33,2021-07-21 23:00:00,0.25,0
2.0461,46.0,4.909814323607427,1.127320954907162,1100.0,2.9177718832891246,34.07,-117.34,2021-07-22 00:00:00,0.2,0
3.2305,35.0,5.227272727272728,0.9393939393939394,730.0,2.765151515151515,34.08,-117.34,2021-07-22 01:00:00,0.21,0
3.233,33.0,5.166841552990556,1.0566631689401889,3502.0,3.6747114375655823,34.08,-117.34,2021-07-22 02:00:00,0.16,0
2.375,38.0,4.307065217391305,0.9375,1347.0,3.660326086956522,34.09,-117.32,2021-07-22 03:00:00,0.19,0
2.3917,30.0,4.763713080168777,1.059071729957806,1034.0,4.362869198312236,34.09,-117.32,2021-07-22 04:00:00,0.07,0
2.5208,41.0,5.569672131147541,1.0819672131147542,786.0,3.221311475409836,34.08,-117.32,2021-07-22 05:00:00,0.22,0
3.1875,46.0,5.360655737704918,1.1311475409836065,576.0,2.360655737704918,34.08,-117.32,2021-07-22 06:00:00,0.3,0
1.9963,52.0,4.507352941176471,0.9889705882352942,693.0,2.547794117647059,34.07,-117.32,2021-07-22 07:00:00,0.21,0
2.1591,52.0,6.122137404580153,1.2213740458015268,564.0,4.305343511450381,34.06,-117.32,2021-07-22 08:00:00,0.21,0
1.3977,26.0,4.715384615384616,1.146153846153846,431.0,3.315384615384616,34.05,-117.33,2021-07-22 09:00:00,0.15,0
1.0469,42.0,4.274193548387097,0.9919354838709676,390.0,3.1451612903225805,34.06,-117.33,2021-07-22 10:00:00,0.15,0
2.5673,48.0,5.266187050359712,1.0719424460431657,486.0,3.4964028776978417,34.06,-117.33,2021-07-22 11:00:00,0.14,0
2.0242,36.0,4.967105263157895,1.0328947368421053,625.0,4.1118421052631575,34.06,-117.33,2021-07-22 12:00:00,0.06,0
1.4511,46.0,5.230769230769231,1.120879120879121,476.0,5.230769230769231,34.06,-117.32,2021-07-22 13:00:00,0.06,0
1.9234,43.0,4.821022727272728,1.099431818181818,1181.0,3.355113636363636,34.08,-117.31,2021-07-22 14:00:00,0.15,0
1.9375,40.0,4.287846481876333,1.0554371002132197,1528.0,3.257995735607676,34.08,-117.31,2021-07-22 15:00:00,0.17,0
2.1139,40.0,4.34319526627219,1.0828402366863903,2024.0,2.9940828402366866,34.07,-117.31,2021-07-22 16:00:00,0.26,0
2.1125,26.0,4.690821256038648,1.183574879227053,592.0,2.859903381642512,34.07,-117.32,2021-07-22 17:00:00,0.27,0
1.9926,37.0,4.143478260869565,1.0043478260869565,611.0,2.6565217391304348,34.08,-117.31,2021-07-22 18:00:00,0.31,0
2.7002,6.0,4.149245388485188,1.179988820570151,4092.0,2.287311347121297,34.05,-117.31,2021-07-22 19:00:00,0.41,0
2.5187,18.0,5.467261904761905,1.1547619047619049,727.0,2.1636904761904763,34.04,-117.33,2021-07-22 20:00:00,0.36,0
2.8281,14.0,6.108108108108108,1.3397683397683398,825.0,3.1853281853281854,34.03,-117.33,2021-07-22 21:00:00,0.25,0
4.7344,29.0,6.444155844155844,0.9948051948051948,1188.0,3.085714285714286,34.04,-117.31,2021-07-22 22:00:00,0.44,0
3.39,5.0,5.19589552238806,1.0764925373134329,1310.0,2.444029850746269,34.04,-117.31,2021-07-22 23:00:00,0.3,0
1.6675,6.0,5.5115089514066495,1.391304347826087,1039.0,2.657289002557545,34.05,-117.3,2021-07-23 00:00:00,0.13,0
3.4228,7.0,4.466539196940727,1.0717017208413002,2534.0,2.422562141491396,34.05,-117.3,2021-07-23 01:00:00,0.35,0
4.5066,7.0,4.659574468085107,0.9527186761229316,1336.0,3.15839243498818,34.06,-117.29,2021-07-23 02:00:00,0.24,0
5.1365,2.0,5.453947368421052,0.9539473684210528,868.0,2.8552631578947367,34.06,-117.28,2021-07-23 03:00:00,0.3,0
4.6708,17.0,6.071672354948806,0.9965870307167236,1006.0,3.433447098976109,34.02,-117.32,2021-07-23 04:00:00,0.42,0
4.7986,18.0,6.130890052356021,1.0523560209424083,1264.0,3.3089005235602094,34.03,-117.33,2021-07-23 05:00:00,0.48,0
3.9024,13.0,5.759342301943199,1.1375186846038865,1685.0,2.5186846038863977,34.03,-117.32,2021-07-23 06:00:00,0.36,0
5.0318,24.0,6.509933774834437,0.9900662251655628,786.0,2.6026490066225167,34.03,-117.31,2021-07-23 07:00:00,0.46,0
5.7393,9.0,5.792270531400966,0.9033816425120772,629.0,3.0386473429951693,34.03,-117.31,2021-07-23 08:00:00,0.46,0
5.2139,18.0,5.733333333333333,0.9614035087719298,899.0,3.1543859649122807,34.02,-117.31,2021-07-23 09:00:00,0.38,0
4.1667,9.0,5.583219645293315,1.0402455661664394,3630.0,2.47612551159618,34.03,-117.29,2021-07-23 10:00:00,0.48,0
0.9838,36.0,5.017751479289941,1.1005917159763314,737.0,4.3609467455621305,34.09,-117.27,2021-07-23 11:00:00,0.12,0
1.4279,38.0,5.15566037735849,1.2075471698113207,856.0,4.037735849056604,34.08,-117.27,2021-07-23 12:00:00,0.26,0
2.45,30.0,5.202443280977312,1.0558464223385688,1784.0,3.113438045375218,34.08,-117.25,2021-07-23 13:00:00,0.29,0
2.4432,21.0,4.464337700145561,1.027656477438137,2140.0,3.1149927219796214,34.07,-117.25,2021-07-23 14:00:00,0.33,0
1.7206,21.0,3.4833333333333334,1.1,401.0,3.341666666666667,34.07,-117.27,2021-07-23 15:00:00,0.22,0
6.1986,17.0,6.778225806451613,1.0221774193548387,1520.0,3.064516129032258,34.04,-117.24,2021-07-23 16:00:00,0.56,0
4.4472,18.0,5.445179584120983,1.0047258979206048,2763.0,2.611531190926276,34.04,-117.25,2021-07-23 17:00:00,0.52,0
3.1607,34.0,4.743732590529248,1.1002785515320337,849.0,2.364902506963788,34.05,-117.27,2021-07-23 18:00:00,0.34,0
2.025,20.0,3.745014245014245,1.0783475783475784,3780.0,2.6923076923076925,34.06,-117.27,2021-07-23 19:00:00,0.36,0
1.9821,23.0,4.805763073639274,1.2337246531483457,3264.0,3.4834578441835644,34.06,-117.25,2021-07-23 20:00:00,0.33,0
3.0042,18.0,5.201453790238837,1.150571131879543,2948.0,3.0612668743509865,34.06,-117.25,2021-07-23 21:00:00,0.29,0
7.978,5.0,7.995495495495495,1.054054054054054,726.0,3.27027027027027,34.04,-117.24,2021-07-23 22:00:00,0.65,0
5.3366,4.0,6.083687943262412,0.9673758865248226,1981.0,2.8099290780141843,34.04,-117.24,2021-07-23 23:00:00,0.52,0
3.2604,9.0,5.018105849582173,1.0947075208913648,1782.0,2.481894150417827,34.06,-117.24,2021-07-24 00:00:00,0.28,0
4.6445,17.0,6.045618247298919,0.9807923169267708,2084.0,2.501800720288115,34.15,-117.23,2021-07-24 01:00:00,0.57,0
2.5625,16.0,5.459745762711864,1.103813559322034,956.0,2.0254237288135597,34.14,-117.23,2021-07-24 02:00:00,0.48,0
3.016,6.0,4.883196721311475,1.2418032786885247,1301.0,2.665983606557377,34.14,-117.24,2021-07-24 03:00:00,0.41,0
4.6111,23.0,6.106349206349206,0.9650793650793652,1621.0,2.573015873015873,34.15,-117.24,2021-07-24 04:00:00,0.5,0
6.0,26.0,5.442666666666667,0.7813333333333333,936.0,2.496,34.15,-117.24,2021-07-24 05:00:00,0.62,0
5.2591,16.0,6.04119850187266,0.9176029962546816,811.0,3.0374531835206,34.14,-117.21,2021-07-24 06:00:00,0.5,0
6.2516,9.0,6.972375690607735,0.9723756906077348,1139.0,3.146408839779005,34.15,-117.22,2021-07-24 07:00:00,0.62,0
7.732,18.0,7.26171875,0.98046875,747.0,2.91796875,34.15,-117.2,2021-07-24 08:00:00,0.66,0
