car_age,km_driven,price_new,accident_count,door_count,transmission,fuel,y_pred,timestamp
4.0,121508.0,28525.0,4.0,5.0,2.0,2.0,2485.0,2017-02-18 02:01:45.600
4.0,90847.0,24642.0,2.0,5.0,3.0,1.0,5294.0,2017-02-18 02:02:19.200
13.0,146791.0,45480.0,3.0,5.0,1.0,1.0,3270.0,2017-02-18 02:02:52.800
2.0,142378.0,21987.0,2.0,3.0,1.0,1.0,5521.0,2017-02-18 02:03:26.400
5.0,126608.0,28602.0,3.0,2.0,2.0,1.0,4671.0,2017-02-18 02:04:00.000
13.0,109277.0,45012.0,3.0,5.0,3.0,2.0,2146.0,2017-02-18 02:04:33.600
11.0,153728.0,33399.0,1.0,4.0,2.0,2.0,3378.0,2017-02-18 02:05:07.200
15.0,104509.0,36520.0,1.0,5.0,3.0,1.0,3983.0,2017-02-18 02:05:40.800
16.0,35268.0,43794.0,2.0,3.0,2.0,1.0,6208.0,2017-02-18 02:06:14.400
14.0,38665.0,35023.0,1.0,5.0,3.0,1.0,5995.0,2017-02-18 02:06:48.000
11.0,159433.0,35090.0,1.0,4.0,3.0,2.0,2861.0,2017-02-18 02:07:21.600
2.0,58812.0,26873.0,3.0,4.0,1.0,2.0,7546.0,2017-02-18 02:07:55.200
16.0,151113.0,27909.0,1.0,4.0,2.0,1.0,2582.0,2017-02-18 02:08:28.800
12.0,14855.0,40692.0,2.0,3.0,3.0,1.0,8000.0,2017-02-18 02:09:02.400
20.0,161235.0,37827.0,1.0,4.0,2.0,2.0,1882.0,2017-02-18 02:09:36.000
5.0,101295.0,31809.0,1.0,5.0,2.0,2.0,7679.0,2017-02-18 02:10:09.600
8.0,187251.0,39898.0,2.0,5.0,3.0,1.0,3765.0,2017-02-18 02:10:43.200
4.0,121026.0,36889.0,3.0,5.0,2.0,1.0,5615.0,2017-02-18 02:11:16.800
16.0,53534.0,41172.0,1.0,5.0,1.0,2.0,5867.0,2017-02-18 02:11:50.400
19.0,154818.0,30620.0,2.0,3.0,3.0,2.0,1003.0,2017-02-18 02:12:24.000
5.0,155558.0,26286.0,3.0,5.0,2.0,1.0,3072.0,2017-02-18 02:12:57.600
9.0,176678.0,27342.0,2.0,4.0,2.0,1.0,2885.0,2017-02-18 02:13:31.200
12.0,10051.0,30322.0,2.0,5.0,2.0,2.0,5856.0,2017-02-18 02:14:04.800
17.0,78087.0,25085.0,2.0,5.0,2.0,1.0,2241.0,2017-02-18 02:14:38.400
15.0,193830.0,19668.0,3.0,4.0,2.0,1.0,456.0,2017-02-18 02:15:12.000
16.0,12989.0,19680.0,1.0,5.0,3.0,2.0,3323.0,2017-02-18 02:15:45.600
2.0,14017.0,33912.0,4.0,5.0,1.0,2.0,10370.0,2017-02-18 02:16:19.200
12.0,174455.0,33333.0,1.0,3.0,2.0,1.0,3952.0,2017-02-18 02:16:52.800
1.0,158603.0,39587.0,3.0,4.0,3.0,2.0,5672.0,2017-02-18 02:17:26.400
9.0,98913.0,36656.0,1.0,5.0,2.0,1.0,7220.0,2017-02-18 02:18:00.000
4.0,101820.0,27474.0,2.0,5.0,2.0,2.0,5379.0,2017-02-18 02:18:33.600
3.0,130693.0,19985.0,2.0,4.0,3.0,2.0,3413.0,2017-02-18 02:19:07.200
13.0,86777.0,29575.0,1.0,5.0,1.0,1.0,4775.0,2017-02-18 02:19:40.800
8.0,82363.0,33075.0,2.0,4.0,3.0,1.0,5823.0,2017-02-18 02:20:14.400
16.0,143071.0,36316.0,1.0,4.0,2.0,1.0,3561.0,2017-02-18 02:20:48.000
16.0,72817.0,24437.0,1.0,5.0,3.0,1.0,2845.0,2017-02-18 02:21:21.600
7.0,45619.0,35608.0,1.0,3.0,2.0,1.0,11871.0,2017-02-18 02:21:55.200
9.0,167263.0,38388.0,3.0,5.0,2.0,1.0,2957.0,2017-02-18 02:22:28.800
1.0,113456.0,29789.0,1.0,3.0,3.0,1.0,10161.0,2017-02-18 02:23:02.400
15.0,46846.0,24937.0,3.0,5.0,1.0,1.0,2782.0,2017-02-18 02:23:36.000
8.0,53227.0,38478.0,3.0,3.0,3.0,1.0,6989.0,2017-02-18 02:24:09.600
9.0,179073.0,39806.0,5.0,4.0,3.0,1.0,1686.0,2017-02-18 02:24:43.200
4.0,43154.0,27565.0,1.0,4.0,2.0,1.0,11503.0,2017-02-18 02:25:16.800
13.0,144202.0,36748.0,1.0,4.0,2.0,2.0,3473.0,2017-02-18 02:25:50.400
7.0,35191.0,28477.0,3.0,3.0,2.0,1.0,6428.0,2017-02-18 02:26:24.000
9.0,116229.0,30194.0,1.0,5.0,1.0,1.0,5963.0,2017-02-18 02:26:57.600
15.0,18402.0,30776.0,2.0,4.0,3.0,2.0,3796.0,2017-02-18 02:27:31.200
1.0,53999.0,42968.0,2.0,5.0,2.0,1.0,15561.0,2017-02-18 02:28:04.800
6.0,65756.0,33014.0,2.0,4.0,2.0,1.0,7872.0,2017-02-18 02:28:38.400
3.0,143167.0,24541.0,2.0,5.0,1.0,2.0,4536.0,2017-02-18 02:29:12.000
12.0,19721.0,35779.0,3.0,5.0,2.0,1.0,5472.0,2017-02-18 02:29:45.600
9.0,63749.0,43156.0,2.0,3.0,2.0,2.0,7872.0,2017-02-18 02:30:19.200
14.0,76224.0,43136.0,2.0,5.0,2.0,2.0,3866.0,2017-02-18 02:30:52.800
10.0,52767.0,29529.0,2.0,4.0,3.0,1.0,5793.0,2017-02-18 02:31:26.400
14.0,126620.0,29742.0,2.0,4.0,1.0,2.0,2627.0,2017-02-18 02:32:00.000
13.0,105833.0,35204.0,3.0,3.0,2.0,1.0,3806.0,2017-02-18 02:32:33.600
10.0,8128.0,20108.0,3.0,2.0,1.0,1.0,4792.0,2017-02-18 02:33:07.200
9.0,194305.0,33246.0,1.0,5.0,2.0,1.0,4001.0,2017-02-18 02:33:40.800
1.0,69394.0,25967.0,2.0,4.0,3.0,1.0,9317.0,2017-02-18 02:34:14.400
13.0,129090.0,18464.0,3.0,5.0,1.0,1.0,1589.0,2017-02-18 02:34:48.000
15.0,117027.0,42998.0,1.0,2.0,2.0,1.0,5628.0,2017-02-18 02:35:21.600
14.0,59289.0,35539.0,1.0,5.0,2.0,1.0,5742.0,2017-02-18 02:35:55.200
9.0,78840.0,28390.0,2.0,5.0,2.0,2.0,3931.0,2017-02-18 02:36:28.800
11.0,176667.0,26269.0,5.0,5.0,2.0,2.0,119.0,2017-02-18 02:37:02.400
9.0,145392.0,34257.0,2.0,5.0,2.0,1.0,4096.0,2017-02-18 02:37:36.000
8.0,91037.0,31680.0,3.0,5.0,2.0,2.0,3133.0,2017-02-18 02:38:09.600
16.0,155001.0,41032.0,2.0,3.0,3.0,2.0,2093.0,2017-02-18 02:38:43.200
10.0,71028.0,34809.0,1.0,2.0,2.0,2.0,7636.0,2017-02-18 02:39:16.800
14.0,8519.0,29079.0,3.0,5.0,3.0,1.0,4084.0,2017-02-18 02:39:50.400
11.0,143617.0,36394.0,3.0,4.0,3.0,1.0,2533.0,2017-02-18 02:40:24.000
7.0,135272.0,38211.0,2.0,4.0,3.0,1.0,5282.0,2017-02-18 02:40:57.600
17.0,140763.0,18995.0,3.0,4.0,3.0,1.0,541.0,2017-02-18 02:41:31.200
13.0,78535.0,40546.0,4.0,4.0,2.0,2.0,2730.0,2017-02-18 02:42:04.800
13.0,159699.0,31056.0,3.0,4.0,1.0,1.0,2534.0,2017-02-18 02:42:38.400
16.0,116441.0,26156.0,3.0,3.0,3.0,1.0,1986.0,2017-02-18 02:43:12.000
12.0,136059.0,20278.0,1.0,5.0,1.0,1.0,3136.0,2017-02-18 02:43:45.600
12.0,125090.0,29623.0,3.0,5.0,2.0,1.0,2495.0,2017-02-18 02:44:19.200
3.0,68559.0,43832.0,1.0,4.0,3.0,1.0,15516.0,2017-02-18 02:44:52.800
10.0,45261.0,28433.0,2.0,4.0,3.0,2.0,4502.0,2017-02-18 02:45:26.400
12.0,121198.0,34934.0,3.0,5.0,1.0,1.0,3505.0,2017-02-18 02:46:00.000
20.0,93612.0,23296.0,2.0,4.0,2.0,1.0,1776.0,2017-02-18 02:46:33.600
11.0,150152.0,28864.0,1.0,4.0,1.0,1.0,4397.0,2017-02-18 02:47:07.200
13.0,94777.0,30494.0,1.0,3.0,2.0,1.0,4974.0,2017-02-18 02:47:40.800
16.0,164283.0,34838.0,2.0,4.0,2.0,1.0,2251.0,2017-02-18 02:48:14.400
19.0,46950.0,26165.0,3.0,5.0,1.0,1.0,2703.0,2017-02-18 02:48:48.000
11.0,106475.0,39549.0,2.0,4.0,1.0,2.0,5005.0,2017-02-18 02:49:21.600
11.0,15118.0,30676.0,3.0,3.0,3.0,1.0,5775.0,2017-02-18 02:49:55.200
9.0,135731.0,35488.0,3.0,5.0,1.0,1.0,4101.0,2017-02-18 02:50:28.800
9.0,141569.0,34053.0,1.0,4.0,2.0,2.0,4563.0,2017-02-18 02:51:02.400
10.0,128054.0,23996.0,2.0,2.0,2.0,2.0,3279.0,2017-02-18 02:51:36.000
1.0,12682.0,38131.0,2.0,3.0,2.0,1.0,17625.0,2017-02-18 02:52:09.600
4.0,152218.0,31969.0,2.0,4.0,2.0,1.0,5730.0,2017-02-18 02:52:43.200
9.0,141421.0,42176.0,1.0,3.0,1.0,2.0,6525.0,2017-02-18 02:53:16.800
15.0,107119.0,41484.0,3.0,4.0,3.0,2.0,1866.0,2017-02-18 02:53:50.400
12.0,74394.0,45863.0,1.0,4.0,3.0,1.0,7564.0,2017-02-18 02:54:24.000
17.0,64815.0,18125.0,2.0,2.0,2.0,1.0,2687.0,2017-02-18 02:54:57.600
8.0,79753.0,21559.0,2.0,5.0,2.0,1.0,4221.0,2017-02-18 02:55:31.200
10.0,49203.0,30021.0,1.0,2.0,2.0,1.0,8509.0,2017-02-18 02:56:04.800
16.0,55598.0,31117.0,1.0,5.0,2.0,1.0,4381.0,2017-02-18 02:56:38.400
7.0,122964.0,38822.0,3.0,4.0,2.0,1.0,4953.0,2017-02-18 02:57:12.000
9.0,73307.0,28049.0,3.0,5.0,2.0,1.0,4006.0,2017-02-18 02:57:45.600
14.0,63661.0,30664.0,2.0,3.0,3.0,1.0,4087.0,2017-02-18 02:58:19.200
14.0,36954.0,41584.0,1.0,5.0,2.0,2.0,6778.0,2017-02-18 02:58:52.800
14.0,15792.0,29070.0,1.0,5.0,3.0,1.0,5979.0,2017-02-18 02:59:26.400
9.0,80826.0,44797.0,1.0,3.0,3.0,1.0,9403.0,2017-02-18 03:00:00.000
13.0,154176.0,40575.0,2.0,5.0,1.0,1.0,3616.0,2017-02-18 03:00:33.600
16.0,168595.0,30399.0,1.0,3.0,2.0,1.0,2640.0,2017-02-18 03:01:07.200
18.0,127073.0,29349.0,2.0,2.0,3.0,1.0,2111.0,2017-02-18 03:01:40.800
17.0,18616.0,43511.0,3.0,4.0,2.0,2.0,4160.0,2017-02-18 03:02:14.400
8.0,41555.0,22289.0,4.0,5.0,2.0,1.0,2950.0,2017-02-18 03:02:48.000
3.0,102210.0,38407.0,1.0,5.0,2.0,1.0,11618.0,2017-02-18 03:03:21.600
4.0,184397.0,20671.0,2.0,3.0,3.0,2.0,2740.0,2017-02-18 03:03:55.200
12.0,98403.0,45284.0,1.0,5.0,3.0,1.0,5947.0,2017-02-18 03:04:28.800
5.0,50119.0,25064.0,2.0,5.0,3.0,2.0,5951.0,2017-02-18 03:05:02.400
19.0,58703.0,34619.0,1.0,5.0,1.0,2.0,3993.0,2017-02-18 03:05:36.000
8.0,29310.0,29022.0,3.0,5.0,3.0,1.0,5139.0,2017-02-18 03:06:09.600
10.0,175872.0,35043.0,3.0,3.0,1.0,2.0,3211.0,2017-02-18 03:06:43.200
6.0,153719.0,22760.0,2.0,3.0,2.0,1.0,4196.0,2017-02-18 03:07:16.800
13.0,87739.0,35018.0,1.0,4.0,3.0,1.0,4967.0,2017-02-18 03:07:50.400
10.0,147515.0,24370.0,2.0,4.0,2.0,1.0,2903.0,2017-02-18 03:08:24.000
14.0,51813.0,38298.0,3.0,5.0,2.0,1.0,4232.0,2017-02-18 03:08:57.600
17.0,80895.0,32147.0,1.0,4.0,2.0,1.0,4087.0,2017-02-18 03:09:31.200
4.0,142434.0,37751.0,1.0,2.0,2.0,1.0,9796.0,2017-02-18 03:10:04.800
2.0,105614.0,40834.0,1.0,4.0,3.0,2.0,11239.0,2017-02-18 03:10:38.400
12.0,51993.0,34839.0,2.0,5.0,3.0,1.0,5097.0,2017-02-18 03:11:12.000
10.0,179653.0,31751.0,1.0,4.0,1.0,1.0,4296.0,2017-02-18 03:11:45.600
12.0,93360.0,26295.0,1.0,4.0,2.0,1.0,4688.0,2017-02-18 03:12:19.200
17.0,127487.0,33173.0,1.0,3.0,2.0,1.0,3408.0,2017-02-18 03:12:52.800
3.0,56739.0,37055.0,1.0,5.0,2.0,2.0,13263.0,2017-02-18 03:13:26.400
5.0,127874.0,24697.0,3.0,2.0,2.0,1.0,4214.0,2017-02-18 03:14:00.000
7.0,113899.0,43818.0,5.0,5.0,3.0,1.0,3195.0,2017-02-18 03:14:33.600
9.0,124093.0,42413.0,2.0,3.0,1.0,1.0,6719.0,2017-02-18 03:15:07.200
8.0,172539.0,28142.0,1.0,4.0,3.0,2.0,2722.0,2017-02-18 03:15:40.800
12.0,107568.0,30879.0,1.0,4.0,2.0,1.0,4723.0,2017-02-18 03:16:14.400
18.0,188218.0,33285.0,3.0,5.0,2.0,2.0,397.0,2017-02-18 03:16:48.000
4.0,165483.0,21754.0,3.0,5.0,3.0,2.0,1389.0,2017-02-18 03:17:21.600
4.0,132022.0,30628.0,1.0,5.0,1.0,2.0,6763.0,2017-02-18 03:17:55.200
14.0,155257.0,20089.0,2.0,2.0,2.0,1.0,2118.0,2017-02-18 03:18:28.800
6.0,79356.0,31738.0,3.0,5.0,3.0,2.0,3828.0,2017-02-18 03:19:02.400
12.0,14540.0,37122.0,1.0,4.0,2.0,2.0,8691.0,2017-02-18 03:19:36.000
18.0,189751.0,39511.0,4.0,4.0,2.0,1.0,824.0,2017-02-18 03:20:09.600
4.0,90407.0,35178.0,2.0,5.0,2.0,1.0,8147.0,2017-02-18 03:20:43.200
9.0,74405.0,22321.0,2.0,4.0,3.0,1.0,3970.0,2017-02-18 03:21:16.800
3.0,72186.0,21595.0,3.0,5.0,2.0,1.0,5532.0,2017-02-18 03:21:50.400
10.0,164254.0,26104.0,1.0,4.0,3.0,2.0,1956.0,2017-02-18 03:22:24.000
11.0,97313.0,39124.0,1.0,4.0,2.0,1.0,6816.0,2017-02-18 03:22:57.600
12.0,89139.0,33076.0,1.0,3.0,2.0,1.0,5824.0,2017-02-18 03:23:31.200
10.0,179380.0,34948.0,1.0,5.0,1.0,1.0,4494.0,2017-02-18 03:24:04.800
7.0,174049.0,31301.0,3.0,5.0,1.0,1.0,3396.0,2017-02-18 03:24:38.400
5.0,105780.0,39745.0,1.0,3.0,3.0,1.0,10345.0,2017-02-18 03:25:12.000
11.0,8029.0,31471.0,2.0,5.0,1.0,1.0,7541.0,2017-02-18 03:25:45.600
11.0,182482.0,43619.0,1.0,2.0,2.0,1.0,5838.0,2017-02-18 03:26:19.200
3.0,73326.0,20779.0,3.0,4.0,2.0,1.0,5662.0,2017-02-18 03:26:52.800
11.0,75999.0,25324.0,2.0,5.0,2.0,2.0,2698.0,2017-02-18 03:27:26.400
20.0,52503.0,30844.0,2.0,4.0,2.0,2.0,2272.0,2017-02-18 03:28:00.000
9.0,148598.0,22635.0,1.0,4.0,2.0,1.0,3422.0,2017-02-18 03:28:33.600
17.0,60018.0,31992.0,4.0,4.0,1.0,2.0,2224.0,2017-02-18 03:29:07.200
1.0,66588.0,27029.0,4.0,4.0,1.0,1.0,6700.0,2017-02-18 03:29:40.800
10.0,159241.0,34938.0,1.0,4.0,2.0,2.0,3713.0,2017-02-18 03:30:14.400
19.0,38134.0,29613.0,2.0,3.0,3.0,2.0,2713.0,2017-02-18 03:30:48.000
10.0,25743.0,21783.0,1.0,5.0,2.0,2.0,6275.0,2017-02-18 03:31:21.600
11.0,140938.0,42592.0,1.0,4.0,1.0,1.0,6231.0,2017-02-18 03:31:55.200
14.0,61741.0,19427.0,1.0,5.0,3.0,1.0,3229.0,2017-02-18 03:32:28.800
9.0,183232.0,32914.0,1.0,5.0,2.0,2.0,3195.0,2017-02-18 03:33:02.400
6.0,81543.0,34223.0,3.0,4.0,2.0,1.0,5684.0,2017-02-18 03:33:36.000
10.0,84514.0,26875.0,3.0,4.0,3.0,1.0,2996.0,2017-02-18 03:34:09.600
2.0,96282.0,34155.0,3.0,4.0,2.0,1.0,7970.0,2017-02-18 03:34:43.200
14.0,64668.0,28439.0,1.0,4.0,3.0,1.0,4423.0,2017-02-18 03:35:16.800
17.0,13481.0,30792.0,3.0,5.0,2.0,1.0,3419.0,2017-02-18 03:35:50.400
11.0,17204.0,29280.0,3.0,5.0,1.0,1.0,5810.0,2017-02-18 03:36:24.000
5.0,156025.0,37547.0,3.0,5.0,2.0,1.0,4564.0,2017-02-18 03:36:57.600
7.0,169859.0,20606.0,1.0,5.0,3.0,1.0,2983.0,2017-02-18 03:37:31.200
11.0,73852.0,31270.0,3.0,4.0,1.0,2.0,3861.0,2017-02-18 03:38:04.800
8.0,63652.0,30256.0,1.0,3.0,2.0,1.0,8410.0,2017-02-18 03:38:38.400
11.0,61498.0,25249.0,1.0,5.0,3.0,2.0,4065.0,2017-02-18 03:39:12.000
16.0,22392.0,34297.0,1.0,5.0,2.0,1.0,6056.0,2017-02-18 03:39:45.600
3.0,68311.0,37543.0,3.0,5.0,2.0,1.0,9024.0,2017-02-18 03:40:19.200
19.0,138923.0,26325.0,2.0,2.0,3.0,1.0,2035.0,2017-02-18 03:40:52.800
4.0,105853.0,23142.0,1.0,5.0,3.0,1.0,6115.0,2017-02-18 03:41:26.400
5.0,97623.0,41336.0,2.0,5.0,3.0,2.0,6647.0,2017-02-18 03:42:00.000
3.0,97379.0,33554.0,2.0,4.0,1.0,2.0,8726.0,2017-02-18 03:42:33.600
8.0,81901.0,27305.0,4.0,4.0,3.0,1.0,3038.0,2017-02-18 03:43:07.200
12.0,187385.0,22786.0,2.0,5.0,2.0,1.0,1903.0,2017-02-18 03:43:40.800
4.0,62126.0,37390.0,1.0,3.0,2.0,2.0,13555.0,2017-02-18 03:44:14.400
19.0,150916.0,23936.0,2.0,4.0,2.0,1.0,1279.0,2017-02-18 03:44:48.000
2.0,175825.0,23720.0,2.0,4.0,1.0,1.0,4623.0,2017-02-18 03:45:21.600
8.0,129073.0,33219.0,3.0,5.0,2.0,1.0,3517.0,2017-02-18 03:45:55.200
2.0,84724.0,45523.0,3.0,4.0,1.0,2.0,10710.0,2017-02-18 03:46:28.800
20.0,25213.0,16702.0,3.0,2.0,2.0,2.0,1698.0,2017-02-18 03:47:02.400
3.0,66704.0,44443.0,3.0,5.0,3.0,2.0,8640.0,2017-02-18 03:47:36.000
14.0,120773.0,26322.0,1.0,4.0,2.0,1.0,3581.0,2017-02-18 03:48:09.600
4.0,154611.0,43018.0,1.0,5.0,3.0,1.0,8820.0,2017-02-18 03:48:43.200
9.0,125510.0,33891.0,2.0,2.0,2.0,1.0,5475.0,2017-02-18 03:49:16.800
10.0,38292.0,30361.0,3.0,5.0,1.0,2.0,5063.0,2017-02-18 03:49:50.400
14.0,156584.0,22227.0,4.0,4.0,2.0,1.0,840.0,2017-02-18 03:50:24.000
7.0,89624.0,29156.0,2.0,4.0,2.0,1.0,5864.0,2017-02-18 03:50:57.600
9.0,46151.0,29416.0,1.0,4.0,1.0,1.0,8435.0,2017-02-18 03:51:31.200
17.0,121680.0,42975.0,1.0,4.0,2.0,1.0,4432.0,2017-02-18 03:52:04.800
11.0,13552.0,30472.0,2.0,4.0,1.0,1.0,7417.0,2017-02-18 03:52:38.400
9.0,67465.0,34549.0,2.0,4.0,1.0,1.0,7247.0,2017-02-18 03:53:12.000
16.0,168686.0,31703.0,1.0,3.0,1.0,1.0,3174.0,2017-02-18 03:53:45.600
11.0,68284.0,23251.0,3.0,5.0,3.0,2.0,1582.0,2017-02-18 03:54:19.200
13.0,62243.0,28652.0,1.0,4.0,3.0,1.0,5090.0,2017-02-18 03:54:52.800
10.0,95067.0,39181.0,3.0,5.0,2.0,2.0,3383.0,2017-02-18 03:55:26.400
19.0,193340.0,32671.0,1.0,5.0,3.0,1.0,1264.0,2017-02-18 03:56:00.000
12.0,12340.0,38531.0,1.0,5.0,2.0,2.0,8876.0,2017-02-18 03:56:33.600
17.0,58792.0,41355.0,1.0,5.0,2.0,1.0,5726.0,2017-02-18 03:57:07.200
11.0,58754.0,41142.0,3.0,3.0,3.0,1.0,5431.0,2017-02-18 03:57:40.800
17.0,183396.0,39495.0,2.0,5.0,3.0,1.0,1323.0,2017-02-18 03:58:14.400
10.0,113340.0,37140.0,1.0,4.0,2.0,2.0,5485.0,2017-02-18 03:58:48.000
9.0,121316.0,20325.0,1.0,4.0,2.0,1.0,3791.0,2017-02-18 03:59:21.600
15.0,95916.0,35854.0,1.0,5.0,3.0,1.0,4191.0,2017-02-18 03:59:55.200
6.0,149582.0,28032.0,3.0,5.0,3.0,1.0,2662.0,2017-02-18 04:00:28.800
6.0,91584.0,34077.0,1.0,5.0,3.0,1.0,7644.0,2017-02-18 04:01:02.400
6.0,55959.0,38885.0,1.0,5.0,2.0,1.0,12258.0,2017-02-18 04:01:36.000
10.0,181334.0,37840.0,1.0,5.0,2.0,1.0,4321.0,2017-02-18 04:02:09.600
7.0,44247.0,40972.0,2.0,5.0,3.0,1.0,9969.0,2017-02-18 04:02:43.200
17.0,118226.0,23594.0,2.0,4.0,3.0,1.0,1422.0,2017-02-18 04:03:16.800
15.0,141388.0,25741.0,4.0,4.0,3.0,1.0,714.0,2017-02-18 04:03:50.400
17.0,144708.0,25363.0,3.0,5.0,1.0,1.0,1702.0,2017-02-18 04:04:24.000
18.0,39459.0,32117.0,4.0,4.0,1.0,1.0,2753.0,2017-02-18 04:04:57.600
12.0,41122.0,36572.0,1.0,5.0,2.0,1.0,7769.0,2017-02-18 04:05:31.200
11.0,120957.0,41956.0,3.0,5.0,2.0,1.0,3616.0,2017-02-18 04:06:04.800
15.0,88784.0,34839.0,1.0,3.0,2.0,2.0,4283.0,2017-02-18 04:06:38.400
5.0,119266.0,32957.0,3.0,3.0,2.0,1.0,5314.0,2017-02-18 04:07:12.000
16.0,138075.0,27788.0,1.0,4.0,1.0,1.0,3164.0,2017-02-18 04:07:45.600
16.0,114668.0,44203.0,1.0,2.0,2.0,1.0,5426.0,2017-02-18 04:08:19.200
8.0,116146.0,20155.0,2.0,3.0,3.0,1.0,3341.0,2017-02-18 04:08:52.800
7.0,180007.0,35968.0,1.0,4.0,2.0,1.0,5773.0,2017-02-18 04:09:26.400
3.0,34278.0,33199.0,1.0,5.0,2.0,1.0,15180.0,2017-02-18 04:10:00.000
16.0,25943.0,24543.0,1.0,2.0,1.0,2.0,4863.0,2017-02-18 04:10:33.600
16.0,151667.0,25286.0,1.0,4.0,1.0,1.0,2761.0,2017-02-18 04:11:07.200
3.0,122008.0,42821.0,2.0,3.0,2.0,1.0,9557.0,2017-02-18 04:11:40.800
15.0,168924.0,25664.0,1.0,4.0,2.0,1.0,2247.0,2017-02-18 04:12:14.400
16.0,122680.0,44886.0,2.0,4.0,2.0,1.0,3682.0,2017-02-18 04:12:48.000
7.0,91664.0,34520.0,1.0,2.0,2.0,1.0,9009.0,2017-02-18 04:13:21.600
2.0,98982.0,26043.0,2.0,5.0,3.0,1.0,6932.0,2017-02-18 04:13:55.200
17.0,171393.0,39776.0,1.0,4.0,3.0,1.0,2548.0,2017-02-18 04:14:28.800
11.0,148557.0,19366.0,1.0,4.0,1.0,2.0,2350.0,2017-02-18 04:15:02.400
10.0,87008.0,31152.0,1.0,2.0,1.0,1.0,7286.0,2017-02-18 04:15:36.000
2.0,97800.0,38899.0,3.0,4.0,3.0,1.0,8026.0,2017-02-18 04:16:09.600
17.0,105244.0,34628.0,1.0,5.0,3.0,1.0,2992.0,2017-02-18 04:16:43.200
11.0,147677.0,43752.0,3.0,5.0,1.0,1.0,3691.0,2017-02-18 04:17:16.800
9.0,179938.0,43182.0,1.0,5.0,1.0,1.0,6070.0,2017-02-18 04:17:50.400
15.0,89465.0,38430.0,2.0,4.0,3.0,2.0,2621.0,2017-02-18 04:18:24.000
3.0,85724.0,37326.0,1.0,4.0,2.0,1.0,12963.0,2017-02-18 04:18:57.600
18.0,89754.0,35327.0,1.0,5.0,2.0,1.0,3628.0,2017-02-18 04:19:31.200
15.0,122107.0,33133.0,2.0,5.0,3.0,2.0,1525.0,2017-02-18 04:20:04.800
10.0,119685.0,24778.0,1.0,4.0,3.0,1.0,3732.0,2017-02-18 04:20:38.400
11.0,80370.0,30822.0,1.0,5.0,2.0,1.0,5718.0,2017-02-18 04:21:12.000
5.0,106676.0,22930.0,1.0,4.0,3.0,1.0,5930.0,2017-02-18 04:21:45.600
18.0,89985.0,29671.0,2.0,4.0,2.0,1.0,2327.0,2017-02-18 04:22:19.200
14.0,102310.0,43013.0,4.0,5.0,1.0,1.0,3320.0,2017-02-18 04:22:52.800
16.0,10151.0,35768.0,4.0,5.0,2.0,1.0,3385.0,2017-02-18 04:23:26.400
9.0,75795.0,33773.0,2.0,3.0,2.0,1.0,7180.0,2017-02-18 04:24:00.000
11.0,31337.0,28794.0,1.0,4.0,1.0,2.0,7211.0,2017-02-18 04:24:33.600
8.0,88477.0,39302.0,5.0,4.0,2.0,2.0,3562.0,2017-02-18 04:25:07.200
9.0,63112.0,24479.0,3.0,2.0,2.0,2.0,4128.0,2017-02-18 04:25:40.800
12.0,115254.0,31006.0,3.0,3.0,2.0,1.0,3261.0,2017-02-18 04:26:14.400
16.0,55839.0,39686.0,1.0,4.0,3.0,1.0,5716.0,2017-02-18 04:26:48.000
5.0,167343.0,20162.0,1.0,4.0,2.0,1.0,3847.0,2017-02-18 04:27:21.600
15.0,131349.0,20413.0,5.0,4.0,2.0,1.0,316.0,2017-02-18 04:27:55.200
19.0,79997.0,26489.0,3.0,4.0,1.0,1.0,2418.0,2017-02-18 04:28:28.800
5.0,47249.0,22530.0,1.0,4.0,3.0,1.0,8766.0,2017-02-18 04:29:02.400
9.0,175188.0,40191.0,1.0,3.0,3.0,1.0,5386.0,2017-02-18 04:29:36.000
7.0,115882.0,23019.0,1.0,4.0,1.0,1.0,5785.0,2017-02-18 04:30:09.600
9.0,14160.0,31990.0,1.0,5.0,2.0,1.0,10507.0,2017-02-18 04:30:43.200
2.0,42154.0,30475.0,3.0,4.0,3.0,1.0,8578.0,2017-02-18 04:31:16.800
8.0,33403.0,30090.0,2.0,4.0,2.0,1.0,7617.0,2017-02-18 04:31:50.400
17.0,62348.0,19060.0,3.0,5.0,3.0,1.0,1025.0,2017-02-18 04:32:24.000
16.0,31078.0,36725.0,4.0,4.0,3.0,1.0,2848.0,2017-02-18 04:32:57.600
20.0,189589.0,33160.0,1.0,3.0,1.0,2.0,2181.0,2017-02-18 04:33:31.200
10.0,80710.0,37395.0,1.0,5.0,2.0,1.0,7166.0,2017-02-18 04:34:04.800
15.0,172089.0,31150.0,2.0,2.0,2.0,2.0,2109.0,2017-02-18 04:34:38.400
20.0,127624.0,37970.0,1.0,4.0,2.0,2.0,2501.0,2017-02-18 04:35:12.000
3.0,123452.0,37459.0,2.0,4.0,2.0,1.0,7926.0,2017-02-18 04:35:45.600
7.0,177036.0,28722.0,4.0,4.0,2.0,1.0,2011.0,2017-02-18 04:36:19.200
1.0,141294.0,36940.0,4.0,4.0,1.0,2.0,5517.0,2017-02-18 04:36:52.800
11.0,59157.0,28761.0,3.0,4.0,2.0,1.0,4141.0,2017-02-18 04:37:26.400
