id,identifier,work_home_actual
57466,57466,0
57467,57467,1
57468,57468,0
57469,57469,1
57470,57470,1
57471,57471,1
57472,57472,1
57473,57473,1
57474,57474,1
57475,57475,0
57476,57476,1
57477,57477,1
57478,57478,0
57479,57479,1
57480,57480,1
57481,57481,0
57482,57482,0
57483,57483,0
57484,57484,1
57485,57485,1
57486,57486,1
57487,57487,1
57488,57488,0
57489,57489,1
57490,57490,0
57491,57491,1
57492,57492,0
57493,57493,1
57494,57494,1
57495,57495,1
57496,57496,0
57497,57497,0
57498,57498,0
57499,57499,0
57500,57500,1
57501,57501,0
57502,57502,0
57503,57503,1
57504,57504,1
57505,57505,1
57506,57506,1
57507,57507,0
57508,57508,0
57509,57509,0
57510,57510,1
57511,57511,1
57512,57512,1
57513,57513,1
57514,57514,1
57515,57515,0
57516,57516,0
57517,57517,1
57518,57518,0
57519,57519,0
57520,57520,1
57521,57521,0
57522,57522,0
57523,57523,1
57524,57524,1
57525,57525,1
57526,57526,1
57527,57527,1
57528,57528,1
57529,57529,1
57530,57530,1
57531,57531,1
57532,57532,0
57533,57533,0
57534,57534,0
57535,57535,1
57536,57536,0
57537,57537,1
57538,57538,0
57539,57539,0
57540,57540,0
57541,57541,1
57542,57542,1
57543,57543,0
57544,57544,0
57545,57545,1
57546,57546,0
57547,57547,0
57548,57548,1
57549,57549,1
57550,57550,0
57551,57551,0
57552,57552,1
57553,57553,1
57554,57554,1
57555,57555,0
57556,57556,1
57557,57557,1
57558,57558,0
57559,57559,1
57560,57560,0
57561,57561,1
57562,57562,1
57563,57563,0
57564,57564,1
57565,57565,0
57566,57566,1
57567,57567,0
57568,57568,0
57569,57569,0
57570,57570,1
57571,57571,0
57572,57572,1
57573,57573,1
57574,57574,1
57575,57575,1
57576,57576,1
57577,57577,1
57578,57578,1
57579,57579,1
57580,57580,0
57581,57581,0
57582,57582,1
57583,57583,1
57584,57584,1
57585,57585,0
57586,57586,1
57587,57587,1
57588,57588,0
57589,57589,1
57590,57590,0
57591,57591,0
57592,57592,0
57593,57593,1
57594,57594,0
57595,57595,1
57596,57596,0
57597,57597,0
57598,57598,0
57599,57599,0
57600,57600,0
57601,57601,0
57602,57602,1
57603,57603,0
57604,57604,0
57605,57605,0
57606,57606,0
57607,57607,1
57608,57608,1
57609,57609,0
57610,57610,0
57611,57611,0
57612,57612,0
57613,57613,0
57614,57614,0
57615,57615,0
57616,57616,1
57617,57617,0
57618,57618,0
57619,57619,0
57620,57620,0
57621,57621,1
57622,57622,0
57623,57623,0
57624,57624,0
57625,57625,1
57626,57626,1
57627,57627,0
57628,57628,0
57629,57629,1
57630,57630,1
57631,57631,1
57632,57632,0
57633,57633,0
57634,57634,0
57635,57635,1
57636,57636,0
57637,57637,0
57638,57638,1
57639,57639,0
57640,57640,0
57641,57641,0
57642,57642,1
57643,57643,1
57644,57644,1
57645,57645,1
57646,57646,0
57647,57647,1
57648,57648,1
57649,57649,1
57650,57650,1
57651,57651,0
57652,57652,1
57653,57653,1
57654,57654,0
57655,57655,1
57656,57656,0
57657,57657,0
57658,57658,0
57659,57659,0
57660,57660,1
57661,57661,0
57662,57662,0
57663,57663,0
57664,57664,1
57665,57665,0
57666,57666,0
57667,57667,0
57668,57668,0
57669,57669,0
57670,57670,0
57671,57671,0
57672,57672,1
57673,57673,0
57674,57674,0
57675,57675,1
57676,57676,0
57677,57677,0
57678,57678,1
57679,57679,1
57680,57680,0
57681,57681,1
57682,57682,1
57683,57683,0
57684,57684,0
57685,57685,0
57686,57686,0
57687,57687,0
57688,57688,0
57689,57689,0
57690,57690,1
57691,57691,0
57692,57692,0
57693,57693,1
57694,57694,1
57695,57695,0
57696,57696,1
57697,57697,0
57698,57698,0
57699,57699,1
57700,57700,1
57701,57701,1
57702,57702,1
57703,57703,1
57704,57704,0
57705,57705,1
57706,57706,1
57707,57707,0
57708,57708,0
57709,57709,1
57710,57710,1
57711,57711,0
57712,57712,0
57713,57713,0
57714,57714,0
57715,57715,0
57716,57716,1
57717,57717,0
57718,57718,0
57719,57719,0
57720,57720,0
57721,57721,0
57722,57722,1
57723,57723,1
57724,57724,0
57725,57725,0
57726,57726,0
57727,57727,1
57728,57728,1
57729,57729,0
57730,57730,0
57731,57731,0
57732,57732,1
57733,57733,1
57734,57734,0
57735,57735,1
57736,57736,1
57737,57737,1
57738,57738,0
57739,57739,1
57740,57740,0
57741,57741,1
57742,57742,1
57743,57743,0
57744,57744,1
57745,57745,1
57746,57746,1
57747,57747,1
57748,57748,1
57749,57749,0
57750,57750,0
57751,57751,1
57752,57752,1
57753,57753,1
57754,57754,0
57755,57755,0
57756,57756,0
57757,57757,1
57758,57758,1
57759,57759,1
57760,57760,0
57761,57761,0
57762,57762,0
57763,57763,1
57764,57764,0
57765,57765,0
57766,57766,1
57767,57767,0
57768,57768,1
57769,57769,1
57770,57770,1
57771,57771,0
57772,57772,1
57773,57773,1
57774,57774,1
57775,57775,1
57776,57776,0
57777,57777,1
57778,57778,0
57779,57779,0
57780,57780,0
57781,57781,0
57782,57782,1
57783,57783,0
57784,57784,0
57785,57785,0
57786,57786,0
57787,57787,1
57788,57788,0
57789,57789,1
57790,57790,0
57791,57791,1
57792,57792,0
57793,57793,0
57794,57794,1
57795,57795,0
57796,57796,1
57797,57797,1
57798,57798,0
57799,57799,0
57800,57800,0
57801,57801,0
57802,57802,1
57803,57803,1
57804,57804,0
57805,57805,0
57806,57806,1
57807,57807,1
57808,57808,1
57809,57809,1
57810,57810,1
57811,57811,1
57812,57812,0
57813,57813,0
57814,57814,1
57815,57815,0
57816,57816,0
57817,57817,1
57818,57818,1
57819,57819,0
57820,57820,1
57821,57821,1
57822,57822,1
57823,57823,0
57824,57824,0
57825,57825,0
57826,57826,1
57827,57827,0
57828,57828,0
57829,57829,0
57830,57830,1
57831,57831,0
57832,57832,0
57833,57833,1
57834,57834,1
57835,57835,1
57836,57836,0
57837,57837,0
57838,57838,0
57839,57839,0
57840,57840,0
57841,57841,1
57842,57842,0
57843,57843,1
57844,57844,0
57845,57845,1
57846,57846,0
57847,57847,0
57848,57848,0
57849,57849,1
57850,57850,0
57851,57851,0
57852,57852,1
57853,57853,1
57854,57854,0
57855,57855,1
57856,57856,1
57857,57857,1
57858,57858,1
57859,57859,0
57860,57860,0
57861,57861,1
57862,57862,1
57863,57863,0
57864,57864,0
57865,57865,1
57866,57866,1
57867,57867,1
57868,57868,0
57869,57869,0
57870,57870,0
57871,57871,1
57872,57872,0
57873,57873,1
57874,57874,0
57875,57875,0
57876,57876,1
57877,57877,1
57878,57878,0
57879,57879,1
57880,57880,0
57881,57881,0
57882,57882,0
57883,57883,0
57884,57884,0
57885,57885,1
57886,57886,1
57887,57887,1
57888,57888,0
57889,57889,1
57890,57890,0
57891,57891,0
57892,57892,1
57893,57893,1
57894,57894,1
57895,57895,1
57896,57896,1
57897,57897,1
57898,57898,0
57899,57899,1
57900,57900,1
57901,57901,1
57902,57902,1
57903,57903,0
57904,57904,1
57905,57905,1
57906,57906,1
57907,57907,0
57908,57908,1
57909,57909,0
57910,57910,1
57911,57911,0
57912,57912,0
57913,57913,0
57914,57914,0
57915,57915,0
57916,57916,0
57917,57917,0
57918,57918,0
57919,57919,1
57920,57920,1
57921,57921,0
57922,57922,0
57923,57923,0
57924,57924,0
57925,57925,1
57926,57926,0
57927,57927,0
57928,57928,0
57929,57929,0
57930,57930,0
57931,57931,0
57932,57932,0
57933,57933,0
57934,57934,1
57935,57935,1
57936,57936,1
57937,57937,0
57938,57938,1
57939,57939,0
57940,57940,0
57941,57941,1
57942,57942,0
57943,57943,0
57944,57944,1
57945,57945,1
57946,57946,1
57947,57947,0
57948,57948,0
57949,57949,1
57950,57950,1
57951,57951,0
57952,57952,0
57953,57953,1
57954,57954,0
57955,57955,1
57956,57956,0
57957,57957,1
57958,57958,0
57959,57959,1
57960,57960,0
57961,57961,0
57962,57962,0
57963,57963,0
57964,57964,1
57965,57965,1
57966,57966,0
57967,57967,1
57968,57968,0
57969,57969,0
57970,57970,0
57971,57971,0
57972,57972,1
57973,57973,0
57974,57974,0
57975,57975,0
57976,57976,1
57977,57977,0
57978,57978,0
57979,57979,1
57980,57980,0
57981,57981,1
57982,57982,0
57983,57983,0
57984,57984,0
57985,57985,0
57986,57986,1
57987,57987,1
57988,57988,1
57989,57989,1
57990,57990,0
57991,57991,1
57992,57992,0
57993,57993,0
57994,57994,0
57995,57995,0
57996,57996,1
57997,57997,0
57998,57998,0
57999,57999,0
58000,58000,1
58001,58001,1
58002,58002,1
58003,58003,0
58004,58004,1
58005,58005,0
58006,58006,0
58007,58007,1
58008,58008,0
58009,58009,0
58010,58010,1
58011,58011,0
58012,58012,1
58013,58013,1
58014,58014,0
58015,58015,1
58016,58016,0
58017,58017,0
58018,58018,0
58019,58019,1
58020,58020,1
58021,58021,0
58022,58022,0
58023,58023,0
58024,58024,0
58025,58025,1
58026,58026,1
58027,58027,0
58028,58028,0
58029,58029,1
58030,58030,0
58031,58031,1
58032,58032,0
58033,58033,0
58034,58034,0
58035,58035,0
58036,58036,0
58037,58037,1
58038,58038,0
58039,58039,1
58040,58040,1
58041,58041,1
58042,58042,1
58043,58043,0
58044,58044,0
58045,58045,1
58046,58046,0
58047,58047,1
58048,58048,1
58049,58049,1
58050,58050,1
58051,58051,1
58052,58052,1
58053,58053,0
58054,58054,1
58055,58055,0
58056,58056,1
58057,58057,1
58058,58058,0
58059,58059,1
58060,58060,1
58061,58061,1
58062,58062,1
58063,58063,0
58064,58064,0
58065,58065,1
58066,58066,0
58067,58067,1
58068,58068,1
58069,58069,0
58070,58070,0
58071,58071,0
58072,58072,0
58073,58073,0
58074,58074,0
58075,58075,0
58076,58076,1
58077,58077,1
58078,58078,1
58079,58079,0
58080,58080,0
58081,58081,0
58082,58082,1
58083,58083,0
58084,58084,1
58085,58085,1
58086,58086,1
58087,58087,0
58088,58088,1
58089,58089,0
58090,58090,0
58091,58091,1
58092,58092,0
58093,58093,0
58094,58094,0
58095,58095,0
58096,58096,0
58097,58097,0
58098,58098,1
58099,58099,0
58100,58100,0
58101,58101,1
58102,58102,0
58103,58103,1
58104,58104,0
58105,58105,0
58106,58106,1
58107,58107,1
58108,58108,1
58109,58109,1
58110,58110,0
58111,58111,0
58112,58112,0
58113,58113,0
58114,58114,0
58115,58115,0
58116,58116,0
58117,58117,0
58118,58118,0
58119,58119,1
58120,58120,1
58121,58121,1
58122,58122,1
58123,58123,0
58124,58124,1
58125,58125,1
58126,58126,1
58127,58127,1
58128,58128,1
58129,58129,0
58130,58130,1
58131,58131,1
58132,58132,0
58133,58133,1
58134,58134,0
58135,58135,0
58136,58136,0
58137,58137,0
58138,58138,0
58139,58139,1
58140,58140,1
58141,58141,0
58142,58142,0
58143,58143,1
58144,58144,1
58145,58145,0
58146,58146,0
58147,58147,0
58148,58148,0
58149,58149,1
58150,58150,1
58151,58151,1
58152,58152,1
58153,58153,1
58154,58154,1
58155,58155,1
58156,58156,0
58157,58157,1
58158,58158,0
58159,58159,1
58160,58160,1
58161,58161,0
58162,58162,1
58163,58163,0
58164,58164,1
58165,58165,0
58166,58166,1
58167,58167,0
58168,58168,0
58169,58169,0
58170,58170,0
58171,58171,1
58172,58172,1
58173,58173,0
58174,58174,1
58175,58175,0
58176,58176,1
58177,58177,1
58178,58178,1
58179,58179,1
58180,58180,0
58181,58181,1
58182,58182,0
58183,58183,0
58184,58184,0
58185,58185,0
58186,58186,1
58187,58187,0
58188,58188,0
58189,58189,1
58190,58190,0
58191,58191,1
58192,58192,1
58193,58193,0
58194,58194,1
58195,58195,0
58196,58196,1
58197,58197,0
58198,58198,1
58199,58199,0
58200,58200,1
58201,58201,1
58202,58202,1
58203,58203,0
58204,58204,1
58205,58205,0
58206,58206,0
58207,58207,1
58208,58208,0
58209,58209,0
58210,58210,0
58211,58211,0
58212,58212,0
58213,58213,1
58214,58214,1
58215,58215,1
58216,58216,0
58217,58217,0
58218,58218,1
58219,58219,0
58220,58220,0
58221,58221,1
58222,58222,1
58223,58223,1
58224,58224,1
58225,58225,1
58226,58226,1
58227,58227,0
58228,58228,0
58229,58229,1
58230,58230,1
58231,58231,1
58232,58232,0
58233,58233,0
58234,58234,0
58235,58235,1
58236,58236,0
58237,58237,1
58238,58238,1
58239,58239,0
58240,58240,0
58241,58241,1
58242,58242,1
58243,58243,1
58244,58244,0
58245,58245,0
58246,58246,0
58247,58247,0
58248,58248,0
58249,58249,0
58250,58250,0
58251,58251,1
58252,58252,1
58253,58253,0
58254,58254,1
58255,58255,1
58256,58256,1
58257,58257,0
58258,58258,1
58259,58259,0
58260,58260,0
58261,58261,0
58262,58262,1
58263,58263,0
58264,58264,0
58265,58265,0
58266,58266,1
58267,58267,0
58268,58268,1
58269,58269,0
58270,58270,1
58271,58271,1
58272,58272,1
58273,58273,1
58274,58274,0
58275,58275,0
58276,58276,0
58277,58277,1
58278,58278,1
58279,58279,0
58280,58280,0
58281,58281,1
58282,58282,0
58283,58283,0
58284,58284,0
58285,58285,0
58286,58286,1
58287,58287,1
58288,58288,1
58289,58289,1
58290,58290,0
58291,58291,1
58292,58292,1
58293,58293,0
58294,58294,1
58295,58295,1
58296,58296,0
58297,58297,0
58298,58298,1
58299,58299,0
58300,58300,0
58301,58301,1
58302,58302,1
58303,58303,1
58304,58304,0
58305,58305,0
58306,58306,0
58307,58307,1
58308,58308,1
58309,58309,1
58310,58310,0
58311,58311,1
58312,58312,0
58313,58313,0
58314,58314,1
58315,58315,1
58316,58316,0
58317,58317,1
58318,58318,0
58319,58319,1
58320,58320,0
58321,58321,1
58322,58322,0
58323,58323,0
58324,58324,1
58325,58325,0
58326,58326,0
58327,58327,1
58328,58328,1
58329,58329,1
58330,58330,1
58331,58331,0
58332,58332,0
58333,58333,1
58334,58334,0
58335,58335,1
58336,58336,0
58337,58337,1
58338,58338,1
58339,58339,0
58340,58340,1
58341,58341,0
58342,58342,0
58343,58343,0
58344,58344,1
58345,58345,0
58346,58346,1
58347,58347,0
58348,58348,1
58349,58349,0
58350,58350,0
58351,58351,0
58352,58352,1
58353,58353,1
58354,58354,0
58355,58355,0
58356,58356,0
58357,58357,1
58358,58358,0
58359,58359,1
58360,58360,1
58361,58361,0
58362,58362,0
58363,58363,1
58364,58364,1
58365,58365,1
58366,58366,0
58367,58367,0
58368,58368,1
58369,58369,0
58370,58370,1
58371,58371,1
58372,58372,1
58373,58373,0
58374,58374,0
58375,58375,0
58376,58376,1
58377,58377,1
58378,58378,1
58379,58379,1
58380,58380,0
58381,58381,1
58382,58382,0
58383,58383,0
58384,58384,0
58385,58385,1
58386,58386,0
58387,58387,0
58388,58388,1
58389,58389,0
58390,58390,1
58391,58391,0
58392,58392,1
58393,58393,1
58394,58394,1
58395,58395,1
58396,58396,0
58397,58397,0
58398,58398,0
58399,58399,0
58400,58400,0
58401,58401,0
58402,58402,1
58403,58403,0
58404,58404,1
58405,58405,1
58406,58406,1
58407,58407,0
58408,58408,0
58409,58409,0
58410,58410,0
58411,58411,1
58412,58412,0
58413,58413,1
58414,58414,0
58415,58415,1
58416,58416,1
58417,58417,1
58418,58418,0
58419,58419,0
58420,58420,0
58421,58421,0
58422,58422,0
58423,58423,1
58424,58424,1
58425,58425,0
58426,58426,0
58427,58427,1
58428,58428,1
58429,58429,0
58430,58430,1
58431,58431,1
58432,58432,1
58433,58433,0
58434,58434,1
58435,58435,1
58436,58436,0
58437,58437,1
58438,58438,0
58439,58439,1
58440,58440,0
58441,58441,0
58442,58442,1
58443,58443,0
58444,58444,1
58445,58445,0
58446,58446,1
58447,58447,0
58448,58448,1
58449,58449,1
58450,58450,0
58451,58451,0
58452,58452,0
58453,58453,1
58454,58454,1
58455,58455,1
58456,58456,0
58457,58457,1
58458,58458,0
58459,58459,1
58460,58460,1
58461,58461,0
58462,58462,1
58463,58463,0
58464,58464,0
58465,58465,0
58466,58466,1
58467,58467,1
58468,58468,1
58469,58469,0
58470,58470,1
58471,58471,1
58472,58472,1
58473,58473,1
58474,58474,1
58475,58475,0
58476,58476,1
58477,58477,1
58478,58478,1
58479,58479,0
58480,58480,0
58481,58481,1
58482,58482,1
58483,58483,1
58484,58484,0
58485,58485,0
58486,58486,1
58487,58487,1
58488,58488,0
58489,58489,0
58490,58490,0
58491,58491,0
58492,58492,0
58493,58493,1
58494,58494,0
58495,58495,1
58496,58496,0
58497,58497,1
58498,58498,0
58499,58499,0
58500,58500,1
58501,58501,1
58502,58502,1
58503,58503,1
58504,58504,0
58505,58505,0
58506,58506,0
58507,58507,1
58508,58508,0
58509,58509,0
58510,58510,0
58511,58511,1
58512,58512,0
58513,58513,0
58514,58514,0
58515,58515,0
58516,58516,0
58517,58517,0
58518,58518,1
58519,58519,1
58520,58520,0
58521,58521,0
58522,58522,0
58523,58523,1
58524,58524,1
58525,58525,0
58526,58526,0
58527,58527,1
58528,58528,1
58529,58529,1
58530,58530,0
58531,58531,1
58532,58532,0
58533,58533,0
58534,58534,1
58535,58535,1
58536,58536,1
58537,58537,1
58538,58538,1
58539,58539,1
58540,58540,0
58541,58541,0
58542,58542,0
58543,58543,0
58544,58544,1
58545,58545,0
58546,58546,1
58547,58547,0
58548,58548,1
58549,58549,1
58550,58550,0
58551,58551,1
58552,58552,1
58553,58553,1
58554,58554,1
58555,58555,1
58556,58556,0
58557,58557,0
58558,58558,1
58559,58559,0
58560,58560,0
58561,58561,0
58562,58562,1
58563,58563,0
58564,58564,0
58565,58565,1
58566,58566,0
58567,58567,1
58568,58568,1
58569,58569,1
58570,58570,0
58571,58571,1
58572,58572,0
58573,58573,1
58574,58574,1
58575,58575,1
58576,58576,1
58577,58577,1
58578,58578,0
58579,58579,1
58580,58580,1
58581,58581,0
58582,58582,0
58583,58583,1
58584,58584,1
58585,58585,0
58586,58586,1
58587,58587,1
58588,58588,0
58589,58589,1
58590,58590,0
58591,58591,1
58592,58592,1
58593,58593,0
58594,58594,1
58595,58595,1
58596,58596,1
58597,58597,1
58598,58598,0
58599,58599,0
58600,58600,1
58601,58601,1
58602,58602,1
58603,58603,0
58604,58604,1
58605,58605,0
58606,58606,0
58607,58607,0
58608,58608,1
58609,58609,1
58610,58610,0
58611,58611,0
58612,58612,0
58613,58613,1
58614,58614,1
58615,58615,0
58616,58616,0
58617,58617,0
58618,58618,1
58619,58619,0
58620,58620,0
58621,58621,0
58622,58622,1
58623,58623,0
58624,58624,1
58625,58625,0
58626,58626,1
58627,58627,0
58628,58628,0
58629,58629,1
58630,58630,1
58631,58631,1
58632,58632,0
58633,58633,0
58634,58634,0
58635,58635,0
58636,58636,1
58637,58637,1
58638,58638,1
58639,58639,0
58640,58640,0
58641,58641,0
58642,58642,0
58643,58643,1
58644,58644,1
58645,58645,0
58646,58646,0
58647,58647,0
58648,58648,1
58649,58649,0
58650,58650,0
58651,58651,0
58652,58652,1
58653,58653,1
58654,58654,1
58655,58655,0
58656,58656,1
58657,58657,0
58658,58658,0
58659,58659,1
58660,58660,0
58661,58661,1
58662,58662,0
58663,58663,0
58664,58664,0
58665,58665,1
58666,58666,1
58667,58667,0
58668,58668,1
58669,58669,0
58670,58670,1
58671,58671,0
58672,58672,1
58673,58673,1
58674,58674,1
58675,58675,0
58676,58676,0
58677,58677,1
58678,58678,0
58679,58679,1
58680,58680,1
58681,58681,1
58682,58682,0
58683,58683,1
58684,58684,1
58685,58685,1
58686,58686,1
58687,58687,1
58688,58688,1
58689,58689,1
58690,58690,0
58691,58691,0
58692,58692,0
58693,58693,1
58694,58694,1
58695,58695,0
58696,58696,1
58697,58697,1
58698,58698,0
58699,58699,1
58700,58700,1
58701,58701,0
58702,58702,0
58703,58703,1
58704,58704,1
58705,58705,0
58706,58706,1
58707,58707,0
58708,58708,0
58709,58709,1
58710,58710,0
58711,58711,1
58712,58712,0
58713,58713,0
58714,58714,1
58715,58715,0
58716,58716,0
58717,58717,1
58718,58718,1
58719,58719,1
58720,58720,1
58721,58721,1
58722,58722,1
58723,58723,0
58724,58724,1
58725,58725,1
58726,58726,1
58727,58727,0
58728,58728,0
58729,58729,0
58730,58730,0
58731,58731,1
58732,58732,0
58733,58733,1
58734,58734,0
58735,58735,1
58736,58736,1
58737,58737,1
58738,58738,0
58739,58739,0
58740,58740,0
58741,58741,0
58742,58742,0
58743,58743,1
58744,58744,1
58745,58745,0
58746,58746,1
58747,58747,1
58748,58748,0
58749,58749,1
58750,58750,1
58751,58751,1
58752,58752,1
58753,58753,1
58754,58754,0
58755,58755,0
58756,58756,1
58757,58757,0
58758,58758,0
58759,58759,1
58760,58760,1
58761,58761,0
58762,58762,0
58763,58763,0
58764,58764,1
58765,58765,0
58766,58766,0
58767,58767,0
58768,58768,0
58769,58769,0
58770,58770,0
58771,58771,0
58772,58772,1
58773,58773,0
58774,58774,0
58775,58775,0
58776,58776,0
58777,58777,1
58778,58778,0
58779,58779,1
58780,58780,0
58781,58781,1
58782,58782,1
58783,58783,0
58784,58784,0
58785,58785,0
58786,58786,1
58787,58787,1
58788,58788,0
58789,58789,0
58790,58790,1
58791,58791,1
58792,58792,0
58793,58793,1
58794,58794,1
58795,58795,1
58796,58796,1
58797,58797,1
58798,58798,1
58799,58799,1
58800,58800,1
58801,58801,0
58802,58802,1
58803,58803,0
58804,58804,0
58805,58805,1
58806,58806,1
58807,58807,1
58808,58808,1
58809,58809,0
58810,58810,0
58811,58811,1
58812,58812,0
58813,58813,0
58814,58814,0
58815,58815,0
58816,58816,0
58817,58817,0
58818,58818,0
58819,58819,0
58820,58820,1
58821,58821,0
58822,58822,1
58823,58823,0
58824,58824,1
58825,58825,1
58826,58826,1
58827,58827,1
58828,58828,0
58829,58829,0
58830,58830,0
58831,58831,1
58832,58832,1
58833,58833,1
58834,58834,1
58835,58835,1
58836,58836,0
58837,58837,0
58838,58838,1
58839,58839,1
58840,58840,1
58841,58841,0
58842,58842,0
58843,58843,0
58844,58844,1
58845,58845,1
58846,58846,1
58847,58847,0
58848,58848,0
58849,58849,1
58850,58850,0
58851,58851,1
58852,58852,1
58853,58853,0
58854,58854,1
58855,58855,1
58856,58856,0
58857,58857,1
58858,58858,1
58859,58859,1
58860,58860,1
58861,58861,1
58862,58862,0
58863,58863,1
58864,58864,1
58865,58865,0
58866,58866,0
58867,58867,1
58868,58868,0
58869,58869,1
58870,58870,0
58871,58871,1
58872,58872,0
58873,58873,1
58874,58874,0
58875,58875,1
58876,58876,0
58877,58877,0
58878,58878,1
58879,58879,0
58880,58880,1
58881,58881,0
58882,58882,0
58883,58883,1
58884,58884,1
58885,58885,1
58886,58886,0
58887,58887,0
58888,58888,0
58889,58889,0
58890,58890,1
58891,58891,0
58892,58892,1
58893,58893,1
58894,58894,0
58895,58895,1
58896,58896,1
58897,58897,1
58898,58898,0
58899,58899,0
58900,58900,0
58901,58901,0
58902,58902,0
58903,58903,1
58904,58904,0
58905,58905,1
58906,58906,0
58907,58907,0
58908,58908,0
58909,58909,1
58910,58910,1
58911,58911,1
58912,58912,0
58913,58913,0
58914,58914,1
58915,58915,1
58916,58916,0
58917,58917,1
58918,58918,0
58919,58919,0
58920,58920,1
58921,58921,0
58922,58922,1
58923,58923,0
58924,58924,1
58925,58925,0
58926,58926,1
58927,58927,1
58928,58928,0
58929,58929,0
58930,58930,0
58931,58931,1
58932,58932,1
58933,58933,1
58934,58934,1
58935,58935,1
58936,58936,1
58937,58937,1
58938,58938,0
58939,58939,0
58940,58940,1
58941,58941,0
58942,58942,0
58943,58943,0
58944,58944,1
58945,58945,0
58946,58946,0
58947,58947,0
58948,58948,1
58949,58949,0
58950,58950,0
58951,58951,0
58952,58952,0
58953,58953,1
58954,58954,1
58955,58955,0
58956,58956,1
58957,58957,0
58958,58958,0
58959,58959,1
58960,58960,0
58961,58961,0
58962,58962,1
58963,58963,0
58964,58964,1
58965,58965,1
58966,58966,1
58967,58967,0
58968,58968,0
58969,58969,0
58970,58970,1
58971,58971,0
58972,58972,0
58973,58973,0
58974,58974,1
58975,58975,0
58976,58976,0
58977,58977,1
58978,58978,1
58979,58979,0
58980,58980,1
58981,58981,1
58982,58982,0
58983,58983,0
58984,58984,1
58985,58985,1
58986,58986,1
58987,58987,1
58988,58988,1
58989,58989,0
58990,58990,0
58991,58991,1
58992,58992,1
58993,58993,1
58994,58994,0
58995,58995,1
58996,58996,1
58997,58997,0
58998,58998,0
58999,58999,0
59000,59000,0
59001,59001,1
59002,59002,0
59003,59003,0
59004,59004,0
59005,59005,0
59006,59006,0
59007,59007,1
59008,59008,1
59009,59009,1
59010,59010,0
59011,59011,0
59012,59012,0
59013,59013,1
59014,59014,1
59015,59015,0
59016,59016,0
59017,59017,1
59018,59018,0
59019,59019,1
59020,59020,0
59021,59021,0
59022,59022,1
59023,59023,0
59024,59024,1
59025,59025,1
59026,59026,0
59027,59027,0
59028,59028,0
59029,59029,0
59030,59030,1
59031,59031,0
59032,59032,1
59033,59033,1
59034,59034,1
59035,59035,0
59036,59036,0
59037,59037,0
59038,59038,0
59039,59039,1
59040,59040,0
59041,59041,1
59042,59042,1
59043,59043,1
59044,59044,0
59045,59045,1
59046,59046,1
59047,59047,0
59048,59048,0
59049,59049,0
59050,59050,0
59051,59051,0
59052,59052,1
59053,59053,1
59054,59054,0
59055,59055,0
59056,59056,0
59057,59057,1
59058,59058,1
59059,59059,0
59060,59060,0
59061,59061,0
59062,59062,1
59063,59063,1
59064,59064,1
59065,59065,1
59066,59066,1
59067,59067,1
59068,59068,1
59069,59069,1
59070,59070,1
59071,59071,0
59072,59072,0
59073,59073,0
59074,59074,0
59075,59075,1
59076,59076,1
59077,59077,0
59078,59078,0
59079,59079,0
59080,59080,0
59081,59081,0
59082,59082,1
59083,59083,0
59084,59084,0
59085,59085,0
59086,59086,0
59087,59087,0
59088,59088,1
59089,59089,0
59090,59090,1
59091,59091,0
59092,59092,1
59093,59093,1
59094,59094,0
59095,59095,1
59096,59096,0
59097,59097,0
59098,59098,1
59099,59099,0
59100,59100,1
59101,59101,0
59102,59102,1
59103,59103,0
59104,59104,1
59105,59105,0
59106,59106,1
59107,59107,0
59108,59108,0
59109,59109,0
59110,59110,1
59111,59111,0
59112,59112,0
59113,59113,1
59114,59114,0
59115,59115,1
59116,59116,0
59117,59117,0
59118,59118,0
59119,59119,1
59120,59120,1
59121,59121,0
59122,59122,0
59123,59123,1
59124,59124,1
59125,59125,1
59126,59126,1
59127,59127,1
59128,59128,1
59129,59129,0
59130,59130,1
59131,59131,1
59132,59132,1
59133,59133,1
59134,59134,0
59135,59135,0
59136,59136,0
59137,59137,0
59138,59138,0
59139,59139,0
59140,59140,1
59141,59141,1
59142,59142,0
59143,59143,1
59144,59144,1
59145,59145,1
59146,59146,1
59147,59147,1
59148,59148,1
59149,59149,1
59150,59150,0
59151,59151,0
59152,59152,0
59153,59153,0
59154,59154,1
59155,59155,0
59156,59156,0
59157,59157,0
59158,59158,1
59159,59159,1
59160,59160,0
59161,59161,1
59162,59162,0
59163,59163,1
59164,59164,0
59165,59165,0
59166,59166,0
59167,59167,0
59168,59168,1
59169,59169,0
59170,59170,0
59171,59171,0
59172,59172,0
59173,59173,0
59174,59174,0
59175,59175,0
59176,59176,0
59177,59177,0
59178,59178,1
59179,59179,1
59180,59180,1
59181,59181,1
59182,59182,0
59183,59183,0
59184,59184,1
59185,59185,1
59186,59186,0
59187,59187,1
59188,59188,0
59189,59189,0
59190,59190,0
59191,59191,0
59192,59192,1
59193,59193,0
59194,59194,1
59195,59195,1
59196,59196,0
59197,59197,0
59198,59198,0
59199,59199,0
59200,59200,1
59201,59201,0
59202,59202,0
59203,59203,0
59204,59204,1
59205,59205,1
59206,59206,1
59207,59207,1
59208,59208,1
59209,59209,1
59210,59210,1
59211,59211,1
59212,59212,1
59213,59213,1
